name,abbr,cod,year,deaths
Iceland,IS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015.0,13
Iceland,IS,Diseases of the genitourinary system (N00-N99),2015.0,32
Iceland,IS,"Pregnancy, childbirth and the puerperium (O00-O99)",2015.0,0
Iceland,IS,Certain conditions originating in the perinatal period (P00-P96),2015.0,6
Iceland,IS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015.0,6
Iceland,IS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015.0,9
Norway,NO,Malignant neoplasms (C00-C97),2015.0,10775
Norway,NO,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015.0,975
Norway,NO,Mental and behavioural disorders (F00-F99),2015.0,2627
Norway,NO,Diseases of the circulatory system (I00-I99),2015.0,11628
Norway,NO,Diseases of the respiratory system (J00-J99),2015.0,4223
Norway,NO,Diseases of the digestive system (K00-K93),2015.0,1269
Norway,NO,Diseases of the skin and subcutaneous tissue (L00-L99),2015.0,102
Norway,NO,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015.0,311
Norway,NO,Diseases of the genitourinary system (N00-N99),2015.0,799
Norway,NO,"Pregnancy, childbirth and the puerperium (O00-O99)",2015.0,0
Norway,NO,Certain conditions originating in the perinatal period (P00-P96),2015.0,68
Norway,NO,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015.0,120
Norway,NO,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015.0,1320
Switzerland,CH,Malignant neoplasms (C00-C97),2015.0,17571
Switzerland,CH,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015.0,1815
Switzerland,CH,Mental and behavioural disorders (F00-F99),2015.0,5493
Switzerland,CH,Diseases of the circulatory system (I00-I99),2015.0,21886
Switzerland,CH,Diseases of the respiratory system (J00-J99),2015.0,4670
Switzerland,CH,Diseases of the digestive system (K00-K93),2015.0,2509
Switzerland,CH,Diseases of the skin and subcutaneous tissue (L00-L99),2015.0,120
Switzerland,CH,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015.0,711
Switzerland,CH,Diseases of the genitourinary system (N00-N99),2015.0,1189
Switzerland,CH,"Pregnancy, childbirth and the puerperium (O00-O99)",2015.0,6
Switzerland,CH,Certain conditions originating in the perinatal period (P00-P96),2015.0,195
Switzerland,CH,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015.0,304
Switzerland,CH,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015.0,2382
Serbia,RS,Malignant neoplasms (C00-C97),2015.0,21375
Serbia,RS,"Endocrine, nutritional and metabolic diseases (E00-E90)",2015.0,3153
Serbia,RS,Mental and behavioural disorders (F00-F99),2015.0,1464
Serbia,RS,Diseases of the circulatory system (I00-I99),2015.0,54375
Serbia,RS,Diseases of the respiratory system (J00-J99),2015.0,5561
Serbia,RS,Diseases of the digestive system (K00-K93),2015.0,3386
Serbia,RS,Diseases of the skin and subcutaneous tissue (L00-L99),2015.0,103
Serbia,RS,Diseases of the musculoskeletal system and connective tissue (M00-M99),2015.0,155
Serbia,RS,Diseases of the genitourinary system (N00-N99),2015.0,2311
Serbia,RS,"Pregnancy, childbirth and the puerperium (O00-O99)",2015.0,8
Serbia,RS,Certain conditions originating in the perinatal period (P00-P96),2015.0,224
Serbia,RS,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2015.0,98
Serbia,RS,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2015.0,4705
Belgium,BE,Malignant neoplasms (C00-C97),2016.0,27387
Belgium,BE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,2582
Belgium,BE,Mental and behavioural disorders (F00-F99),2016.0,5333
Belgium,BE,Diseases of the circulatory system (I00-I99),2016.0,30281
Belgium,BE,Diseases of the respiratory system (J00-J99),2016.0,11305
Belgium,BE,Diseases of the digestive system (K00-K93),2016.0,4899
Belgium,BE,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,326
Belgium,BE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,606
Belgium,BE,Diseases of the genitourinary system (N00-N99),2016.0,2937
Belgium,BE,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,5
Belgium,BE,Certain conditions originating in the perinatal period (P00-P96),2016.0,213
Belgium,BE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,259
Belgium,BE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,5472
Bulgaria,BG,Malignant neoplasms (C00-C97),2016.0,17214
Bulgaria,BG,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,1634
Bulgaria,BG,Mental and behavioural disorders (F00-F99),2016.0,87
Bulgaria,BG,Diseases of the circulatory system (I00-I99),2016.0,70564
Bulgaria,BG,Diseases of the respiratory system (J00-J99),2016.0,4439
Bulgaria,BG,Diseases of the digestive system (K00-K93),2016.0,3941
Bulgaria,BG,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,54
Bulgaria,BG,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,30
Bulgaria,BG,Diseases of the genitourinary system (N00-N99),2016.0,1474
Bulgaria,BG,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,2
Bulgaria,BG,Certain conditions originating in the perinatal period (P00-P96),2016.0,206
Bulgaria,BG,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,127
Bulgaria,BG,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,2144
Czechia,CZ,Malignant neoplasms (C00-C97),2016.0,27370
Czechia,CZ,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,4534
Czechia,CZ,Mental and behavioural disorders (F00-F99),2016.0,1419
Czechia,CZ,Diseases of the circulatory system (I00-I99),2016.0,47894
Czechia,CZ,Diseases of the respiratory system (J00-J99),2016.0,7180
Czechia,CZ,Diseases of the digestive system (K00-K93),2016.0,4571
Czechia,CZ,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,168
Czechia,CZ,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,193
Czechia,CZ,Diseases of the genitourinary system (N00-N99),2016.0,1540
Czechia,CZ,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,1
Czechia,CZ,Certain conditions originating in the perinatal period (P00-P96),2016.0,203
Czechia,CZ,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,168
Czechia,CZ,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,1137
Denmark,DK,Malignant neoplasms (C00-C97),2016.0,15780
Denmark,DK,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,1759
Denmark,DK,Mental and behavioural disorders (F00-F99),2016.0,3543
Denmark,DK,Diseases of the circulatory system (I00-I99),2016.0,12557
Denmark,DK,Diseases of the respiratory system (J00-J99),2016.0,5971
Denmark,DK,Diseases of the digestive system (K00-K93),2016.0,2082
Denmark,DK,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,75
Denmark,DK,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,368
Denmark,DK,Diseases of the genitourinary system (N00-N99),2016.0,828
Denmark,DK,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,1
Denmark,DK,Certain conditions originating in the perinatal period (P00-P96),2016.0,129
Denmark,DK,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,142
Denmark,DK,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,3525
Germany,DE,Malignant neoplasms (C00-C97),2016.0,231213
Germany,DE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,31301
Germany,DE,Mental and behavioural disorders (F00-F99),2016.0,46307
Germany,DE,Diseases of the circulatory system (I00-I99),2016.0,339440
Germany,DE,Diseases of the respiratory system (J00-J99),2016.0,64518
Germany,DE,Diseases of the digestive system (K00-K93),2016.0,40763
Germany,DE,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,1595
Germany,DE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,4022
Germany,DE,Diseases of the genitourinary system (N00-N99),2016.0,23830
Germany,DE,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,23
Germany,DE,Certain conditions originating in the perinatal period (P00-P96),2016.0,1507
Germany,DE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,2009
Germany,DE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,30488
Estonia,EE,Malignant neoplasms (C00-C97),2016.0,3763
Estonia,EE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,208
Estonia,EE,Mental and behavioural disorders (F00-F99),2016.0,115
Estonia,EE,Diseases of the circulatory system (I00-I99),2016.0,8023
Estonia,EE,Diseases of the respiratory system (J00-J99),2016.0,555
Estonia,EE,Diseases of the digestive system (K00-K93),2016.0,628
Estonia,EE,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,10
Estonia,EE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,59
Estonia,EE,Diseases of the genitourinary system (N00-N99),2016.0,135
Estonia,EE,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,2
Estonia,EE,Certain conditions originating in the perinatal period (P00-P96),2016.0,16
Estonia,EE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,25
Estonia,EE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,345
Ireland,IE,Malignant neoplasms (C00-C97),2016.0,9171
Ireland,IE,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,716
Ireland,IE,Mental and behavioural disorders (F00-F99),2016.0,1679
Ireland,IE,Diseases of the circulatory system (I00-I99),2016.0,9236
Ireland,IE,Diseases of the respiratory system (J00-J99),2016.0,3935
Ireland,IE,Diseases of the digestive system (K00-K93),2016.0,1056
Ireland,IE,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,62
Ireland,IE,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,202
Ireland,IE,Diseases of the genitourinary system (N00-N99),2016.0,634
Ireland,IE,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,4
Ireland,IE,Certain conditions originating in the perinatal period (P00-P96),2016.0,89
Ireland,IE,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,151
Ireland,IE,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,104
Greece,EL,Malignant neoplasms (C00-C97),2016.0,30054
Greece,EL,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,2006
Greece,EL,Mental and behavioural disorders (F00-F99),2016.0,1401
Greece,EL,Diseases of the circulatory system (I00-I99),2016.0,44168
Greece,EL,Diseases of the respiratory system (J00-J99),2016.0,13809
Greece,EL,Diseases of the digestive system (K00-K93),2016.0,3500
Greece,EL,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,43
Greece,EL,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,310
Greece,EL,Diseases of the genitourinary system (N00-N99),2016.0,3276
Greece,EL,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,6
Greece,EL,Certain conditions originating in the perinatal period (P00-P96),2016.0,219
Greece,EL,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,238
Greece,EL,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,7561
Spain,ES,Malignant neoplasms (C00-C97),2016.0,108693
Spain,ES,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,12700
Spain,ES,Mental and behavioural disorders (F00-F99),2016.0,20980
Spain,ES,Diseases of the circulatory system (I00-I99),2016.0,119778
Spain,ES,Diseases of the respiratory system (J00-J99),2016.0,46812
Spain,ES,Diseases of the digestive system (K00-K93),2016.0,20096
Spain,ES,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,1523
Spain,ES,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,4256
Spain,ES,Diseases of the genitourinary system (N00-N99),2016.0,12173
Spain,ES,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,15
Spain,ES,Certain conditions originating in the perinatal period (P00-P96),2016.0,637
Spain,ES,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,846
Spain,ES,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,8033
France,FR,Malignant neoplasms (C00-C97),2016.0,164097
France,FR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,21301
France,FR,Mental and behavioural disorders (F00-F99),2016.0,26024
France,FR,Diseases of the circulatory system (I00-I99),2016.0,144047
France,FR,Diseases of the respiratory system (J00-J99),2016.0,41404
France,FR,Diseases of the digestive system (K00-K93),2016.0,24253
France,FR,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,1490
France,FR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,4165
France,FR,Diseases of the genitourinary system (N00-N99),2016.0,10136
France,FR,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,39
France,FR,Certain conditions originating in the perinatal period (P00-P96),2016.0,1510
France,FR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,1699
France,FR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,55475
Croatia,HR,Malignant neoplasms (C00-C97),2016.0,14127
Croatia,HR,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,1964
Croatia,HR,Mental and behavioural disorders (F00-F99),2016.0,1097
Croatia,HR,Diseases of the circulatory system (I00-I99),2016.0,23453
Croatia,HR,Diseases of the respiratory system (J00-J99),2016.0,2468
Croatia,HR,Diseases of the digestive system (K00-K93),2016.0,2085
Croatia,HR,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,5
Croatia,HR,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,138
Croatia,HR,Diseases of the genitourinary system (N00-N99),2016.0,1279
Croatia,HR,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,1
Croatia,HR,Certain conditions originating in the perinatal period (P00-P96),2016.0,76
Croatia,HR,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,106
Croatia,HR,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,407
Italy,IT,Malignant neoplasms (C00-C97),2016.0,170286
Italy,IT,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,27647
Italy,IT,Mental and behavioural disorders (F00-F99),2016.0,21535
Italy,IT,Diseases of the circulatory system (I00-I99),2016.0,221914
Italy,IT,Diseases of the respiratory system (J00-J99),2016.0,46537
Italy,IT,Diseases of the digestive system (K00-K93),2016.0,22643
Italy,IT,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,1214
Italy,IT,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,3210
Italy,IT,Diseases of the genitourinary system (N00-N99),2016.0,10935
Italy,IT,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,13
Italy,IT,Certain conditions originating in the perinatal period (P00-P96),2016.0,891
Italy,IT,"Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)",2016.0,1232
Italy,IT,"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)",2016.0,12806
Cyprus,CY,Malignant neoplasms (C00-C97),2016.0,1273
Cyprus,CY,"Endocrine, nutritional and metabolic diseases (E00-E90)",2016.0,384
Cyprus,CY,Mental and behavioural disorders (F00-F99),2016.0,162
Cyprus,CY,Diseases of the circulatory system (I00-I99),2016.0,1841
Cyprus,CY,Diseases of the respiratory system (J00-J99),2016.0,495
Cyprus,CY,Diseases of the digestive system (K00-K93),2016.0,192
Cyprus,CY,Diseases of the skin and subcutaneous tissue (L00-L99),2016.0,35
Cyprus,CY,Diseases of the musculoskeletal system and connective tissue (M00-M99),2016.0,25
Cyprus,CY,Diseases of the genitourinary system (N00-N99),2016.0,199
Cyprus,CY,"Pregnancy, childbirth and the puerperium (O00-O99)",2016.0,0
Cyprus,CY,Certain conditions originating in the perinatal period (P00-P96),2016.0,19
